,0,1992_NAs,1993_NAs,1994_NAs,1995_NAs,1996_NAs,1997_NAs,1998_NAs,1999_NAs,2000_NAs,2001_NAs,2002_NAs,2003_NAs,2004_NAs,2005_NAs,2006_NAs,2007_NAs,2008_NAs,2009_NAs,2010_NAs,2011_NAs,2012_NAs,2013_NAs,2014_NAs,2015_NAs,2016_NAs,2017_NAs,2018_NAs,2019_NAs
137,G08_HP_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,39,1,3,0,3,1,3,0,53,0.0,53
138,G08_TR_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,39,0,2,0,2,0,2,0,53,0.0,53
139,G08_TR_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,39,0,2,0,2,0,2,0,53,0.0,53
140,G08_WH_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
141,G08_WH_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
142,G09_AM_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
143,G09_AM_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,3,0,2,0,2,0,2,0,53,0.0,53
144,G09_AS_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
145,G09_AS_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
146,G09_BL_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
147,G09_BL_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
148,G09_HI_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
149,G09_HI_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
150,G09_HP_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,41,2,2,0,4,1,3,0,53,0.0,53
151,G09_HP_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,41,1,2,0,3,1,4,0,53,0.0,53
152,G09_TR_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,39,0,2,0,2,0,2,0,53,0.0,53
153,G09_TR_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,39,0,2,0,2,0,2,0,53,0.0,53
154,G09_WH_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
155,G09_WH_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
156,G10_AM_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
157,G10_AM_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,3,0,2,0,2,0,53,0.0,53
158,G10_AS_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
159,G10_AS_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
160,G10_BL_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
161,G10_BL_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
162,G10_HI_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
163,G10_HI_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
164,G10_HP_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,39,2,3,0,3,1,5,0,53,0.0,53
165,G10_HP_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,40,1,2,0,4,1,3,1,53,0.0,53
166,G10_TR_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,39,0,2,0,2,0,2,0,53,0.0,53
167,G10_TR_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,39,0,2,0,2,0,2,0,53,0.0,53
168,G10_WH_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
169,G10_WH_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
170,G11_AM_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
171,G11_AM_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
172,G11_AS_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
173,G11_AS_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
174,G11_BL_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
175,G11_BL_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
176,G11_HI_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,1,2,0,2,0,2,0,53,0.0,53
177,G11_HI_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
178,G11_HP_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,40,1,2,1,4,1,3,1,53,0.0,53
179,G11_HP_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,41,3,2,0,3,2,4,0,53,0.0,53
180,G11_TR_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,39,0,2,0,2,0,2,0,53,0.0,53
181,G11_TR_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,39,0,2,0,2,0,2,0,53,0.0,53
182,G11_WH_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
183,G11_WH_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
184,G12_AM_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,3,0,2,0,2,1,2,0,53,0.0,53
185,G12_AM_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,3,0,2,0,3,1,2,0,53,0.0,53
186,G12_AS_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
187,G12_AS_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
188,G12_BL_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
189,G12_BL_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
190,G12_HI_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
191,G12_HI_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
192,G12_HP_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,40,1,2,0,5,2,3,0,53,0.0,53
193,G12_HP_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,40,3,2,0,4,1,3,0,53,0.0,53
194,G12_TR_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,39,0,2,0,2,0,2,0,53,0.0,53
195,G12_TR_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,39,0,2,0,2,0,2,0,53,0.0,53
196,G12_WH_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
197,G12_WH_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
198,KG_AM_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
199,KG_AM_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,3,0,53,0.0,53
200,KG_AS_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
201,KG_AS_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
202,KG_BL_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
203,KG_BL_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
204,KG_HI_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,1,2,0,2,0,2,0,53,0.0,53
205,KG_HI_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
206,KG_HP_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,39,1,2,1,3,1,3,0,53,0.0,53
207,KG_HP_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,40,1,2,0,4,1,3,0,53,0.0,53
208,KG_TR_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,39,0,2,0,2,0,2,0,53,0.0,53
209,KG_TR_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,39,0,2,0,2,0,2,0,53,0.0,53
210,KG_WH_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
211,KG_WH_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,2,0,2,0,2,0,2,0,53,0.0,53
212,PK_AM_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,6,2,4,2,5,3,7,4,53,0.0,53
213,PK_AM_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,4,2,3,1,4,2,4,2,53,0.0,53
214,PK_AS_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,4,2,3,1,4,2,4,2,53,0.0,53
215,PK_AS_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,4,2,3,2,5,2,4,2,53,0.0,53
216,PK_BL_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,4,2,3,1,4,2,4,2,53,0.0,53
217,PK_BL_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,4,2,3,1,4,2,4,2,53,0.0,53
218,PK_HI_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,4,2,3,1,4,2,4,2,53,0.0,53
219,PK_HI_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,4,2,3,1,4,2,4,2,53,0.0,53
220,PK_HP_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,45,5,5,4,8,8,7,6,53,0.0,53
221,PK_HP_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,42,9,7,5,7,5,5,5,53,0.0,53
222,PK_TR_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,40,2,3,1,4,2,4,2,53,0.0,53
223,PK_TR_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,40,2,3,1,4,2,4,2,53,0.0,53
224,PK_WH_F,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,4,2,3,1,4,2,4,2,53,0.0,53
225,PK_WH_M,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,4,2,3,1,4,2,4,2,53,0.0,53
226,G04_A_A_READING,10,51,12,51,53,51,11,51,52,51,7,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,0.0,0
227,G04_A_A_MATHEMATICS,10,51,53,51,52,51,53,51,10,51,53,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,0.0,0
228,G04_A_M_READING,10,51,12,51,53,51,11,51,52,51,7,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,0.0,0
229,G04_A_M_MATHEMATICS,10,51,53,51,52,51,53,51,10,51,53,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,0.0,0
230,G04_A_F_READING,10,51,12,51,53,51,11,51,52,51,7,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,0.0,0
231,G04_A_F_MATHEMATICS,10,51,53,51,52,51,53,51,10,51,53,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,0.0,0
232,G04_WH_A_READING,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,53,51,0,51,0,51,0,51,0,0.0,0
233,G04_WH_A_MATHEMATICS,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,53,51,0,51,0,51,0,51,0,0.0,0
234,G04_BL_A_READING,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,53,51,5,51,5,51,9,51,10,0.0,10
235,G04_BL_A_MATHEMATICS,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,53,51,6,51,6,51,8,51,8,0.0,8
236,G04_HI_A_READING,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,53,51,3,51,3,51,3,51,3,0.0,3
237,G04_HI_A_MATHEMATICS,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,53,51,3,51,3,51,3,51,3,0.0,3
238,G04_AS_A_READING,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,53,51,15,51,17,51,25,51,22,0.0,22
239,G04_AS_A_MATHEMATICS,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,53,51,15,51,17,51,24,51,21,0.0,20
240,G04_AM_A_READING,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,53,51,39,51,42,51,39,51,44,0.0,37
241,G04_AM_A_MATHEMATICS,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,53,51,38,51,42,51,40,51,44,0.0,38
242,G04_HP_A_READING,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,53,51,49,51,50,51,50,51,50,0.0,50
243,G04_HP_A_MATHEMATICS,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,53,51,50,51,50,51,50,51,50,0.0,50
244,G04_TR_A_READING,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,53,51,22,51,22,51,18,51,12,0.0,8
245,G04_TR_A_MATHEMATICS,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,53,51,22,51,21,51,19,51,12,0.0,8
246,G08_A_A_READING,52,51,52,51,53,51,14,51,53,51,9,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,0.0,0
247,G08_A_A_MATHEMATICS,10,51,53,51,52,51,53,51,11,51,53,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,0.0,0
248,G08_A_M_READING,52,51,52,51,53,51,14,51,53,51,9,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,0.0,0
249,G08_A_M_MATHEMATICS,10,51,53,51,52,51,53,51,11,51,53,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,0.0,0
250,G08_A_F_READING,52,51,52,51,53,51,14,51,53,51,9,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,0.0,0
251,G08_A_F_MATHEMATICS,10,51,53,51,52,51,53,51,11,51,53,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,0.0,0
252,G08_WH_A_READING,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,53,51,0,51,0,51,0,51,0,0.0,0
253,G08_WH_A_MATHEMATICS,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,53,51,0,51,0,51,0,51,0,0.0,0
254,G08_BL_A_READING,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,53,51,7,51,8,51,8,51,10,0.0,10
255,G08_BL_A_MATHEMATICS,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,53,51,7,51,7,51,11,51,10,0.0,9
256,G08_HI_A_READING,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,53,51,5,51,4,51,4,51,3,0.0,3
257,G08_HI_A_MATHEMATICS,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,53,51,4,51,4,51,3,51,3,0.0,3
258,G08_AS_A_READING,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,53,51,22,51,22,51,24,51,21,0.0,23
259,G08_AS_A_MATHEMATICS,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,53,51,22,51,19,51,23,51,22,0.0,22
260,G08_AM_A_READING,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,53,51,40,51,43,51,40,51,44,0.0,37
261,G08_AM_A_MATHEMATICS,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,53,51,40,51,44,51,39,51,44,0.0,38
262,G08_HP_A_READING,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,53,51,51,51,50,51,50,51,50,0.0,50
263,G08_HP_A_MATHEMATICS,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,53,51,51,51,50,51,51,51,50,0.0,50
264,G08_TR_A_READING,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,53,51,35,51,26,51,27,51,20,0.0,16
265,G08_TR_A_MATHEMATICS,53,51,53,51,53,51,53,51,53,51,53,53,51,53,51,53,51,53,51,33,51,27,51,27,51,20,0.0,13
